Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW);flag_ignore
2022-04-13T10:30:00+02:00;2022-04-13;10:30;28;Normandie;;;;;;3389;Consolidé;;non
2022-04-13T14:00:00+02:00;2022-04-13;14:00;28;Normandie;3603;Redressé;;;3603;3131;Consolidé;6734;non
2022-04-13T18:00:00+02:00;2022-04-13;18:00;28;Normandie;3591;Redressé;;;3591;2798;Consolidé;6389;non
2022-04-13T18:30:00+02:00;2022-04-13;18:30;28;Normandie;;;;;;2856;Consolidé;;non
2022-04-13T23:30:00+02:00;2022-04-13;23:30;28;Normandie;;;;;;3073;Consolidé;;non
2022-04-14T04:30:00+02:00;2022-04-14;04:30;28;Normandie;;;;;;2581;Consolidé;;non
2022-04-14T05:00:00+02:00;2022-04-14;05:00;28;Normandie;3751;Redressé;;;3751;2594;Consolidé;6345;non
2022-04-14T06:30:00+02:00;2022-04-14;06:30;28;Normandie;;;;;;2917;Consolidé;;non
2022-04-14T11:30:00+02:00;2022-04-14;11:30;28;Normandie;;;;;;3119;Consolidé;;non
2022-04-14T15:30:00+02:00;2022-04-14;15:30;28;Normandie;;;;;;2796;Consolidé;;non
2022-04-14T17:30:00+02:00;2022-04-14;17:30;28;Normandie;;;;;;2675;Consolidé;;non
2022-04-14T20:00:00+02:00;2022-04-14;20:00;28;Normandie;3449;Redressé;;;3449;2804;Consolidé;6253;non
2022-04-14T21:30:00+02:00;2022-04-14;21:30;28;Normandie;;;;;;2968;Consolidé;;non
2022-04-14T22:30:00+02:00;2022-04-14;22:30;28;Normandie;;;;;;3034;Consolidé;;non
2022-04-15T00:30:00+02:00;2022-04-15;00:30;28;Normandie;;;;;;2866;Consolidé;;non
2022-04-15T07:00:00+02:00;2022-04-15;07:00;28;Normandie;4465;Redressé;;;4465;2862;Consolidé;7327;non
2022-04-15T10:30:00+02:00;2022-04-15;10:30;28;Normandie;;;;;;3040;Consolidé;;non
2022-04-15T14:00:00+02:00;2022-04-15;14:00;28;Normandie;3312;Redressé;;;3312;2866;Consolidé;6178;non
2022-04-15T17:30:00+02:00;2022-04-15;17:30;28;Normandie;;;;;;2562;Consolidé;;non
2022-04-15T22:30:00+02:00;2022-04-15;22:30;28;Normandie;;;;;;2938;Consolidé;;non
2022-04-16T01:00:00+02:00;2022-04-16;01:00;28;Normandie;2987;Redressé;;;2987;2639;Consolidé;5626;non
2022-04-16T02:00:00+02:00;2022-04-16;02:00;28;Normandie;3100;Redressé;;;3100;2580;Consolidé;5680;non
2022-04-16T03:30:00+02:00;2022-04-16;03:30;28;Normandie;;;;;;2333;Consolidé;;non
2022-04-16T07:00:00+02:00;2022-04-16;07:00;28;Normandie;3718;Redressé;;;3718;2403;Consolidé;6121;non
2022-04-16T08:30:00+02:00;2022-04-16;08:30;28;Normandie;;;;;;2579;Consolidé;;non
2022-04-16T09:30:00+02:00;2022-04-16;09:30;28;Normandie;;;;;;2652;Consolidé;;non
2022-04-16T11:30:00+02:00;2022-04-16;11:30;28;Normandie;;;;;;2619;Consolidé;;non
2022-04-16T13:30:00+02:00;2022-04-16;13:30;28;Normandie;;;;;;2581;Consolidé;;non
2022-04-16T15:30:00+02:00;2022-04-16;15:30;28;Normandie;;;;;;2319;Consolidé;;non
2022-04-16T17:00:00+02:00;2022-04-16;17:00;28;Normandie;2908;Redressé;;;2908;2257;Consolidé;5165;non
2022-04-16T18:00:00+02:00;2022-04-16;18:00;28;Normandie;2919;Redressé;;;2919;2295;Consolidé;5214;non
2022-04-16T20:30:00+02:00;2022-04-16;20:30;28;Normandie;;;;;;2462;Consolidé;;non
2022-04-16T21:30:00+02:00;2022-04-16;21:30;28;Normandie;;;;;;2706;Consolidé;;non
2022-04-17T00:30:00+02:00;2022-04-17;00:30;28;Normandie;;;;;;2644;Consolidé;;non
2022-04-17T02:30:00+02:00;2022-04-17;02:30;28;Normandie;;;;;;2369;Consolidé;;non
2022-04-17T03:00:00+02:00;2022-04-17;03:00;28;Normandie;3071;Redressé;;;3071;2290;Consolidé;5361;non
2022-04-17T12:00:00+02:00;2022-04-17;12:00;28;Normandie;3088;Redressé;;;3088;2514;Consolidé;5602;non
2022-04-17T13:30:00+02:00;2022-04-17;13:30;28;Normandie;;;;;;2430;Consolidé;;non
2022-04-17T15:00:00+02:00;2022-04-17;15:00;28;Normandie;2824;Redressé;;;2824;2180;Consolidé;5004;non
2022-04-17T15:30:00+02:00;2022-04-17;15:30;28;Normandie;;;;;;2124;Consolidé;;non
2022-04-17T16:00:00+02:00;2022-04-17;16:00;28;Normandie;2821;Redressé;;;2821;2086;Consolidé;4907;non
2022-04-17T19:30:00+02:00;2022-04-17;19:30;28;Normandie;;;;;;2337;Consolidé;;non
2022-04-17T22:00:00+02:00;2022-04-17;22:00;28;Normandie;3009;Redressé;;;3009;2594;Consolidé;5603;non
2022-04-18T07:00:00+02:00;2022-04-18;07:00;28;Normandie;3556;Redressé;;;3556;2262;Consolidé;5818;non
2022-04-18T07:30:00+02:00;2022-04-18;07:30;28;Normandie;;;;;;2296;Consolidé;;non
2022-04-18T08:00:00+02:00;2022-04-18;08:00;28;Normandie;3560;Redressé;;;3560;2343;Consolidé;5903;non
2022-04-18T10:00:00+02:00;2022-04-18;10:00;28;Normandie;3473;Redressé;;;3473;2637;Consolidé;6110;non
2022-04-18T16:30:00+02:00;2022-04-18;16:30;28;Normandie;;;;;;2239;Consolidé;;non
2022-04-18T18:30:00+02:00;2022-04-18;18:30;28;Normandie;;;;;;2406;Consolidé;;non
2022-04-18T23:30:00+02:00;2022-04-18;23:30;28;Normandie;;;;;;2816;Consolidé;;non
2022-04-19T00:00:00+02:00;2022-04-19;00:00;28;Normandie;3393;Redressé;;;3393;2805;Consolidé;6198;non
2022-04-19T07:00:00+02:00;2022-04-19;07:00;28;Normandie;4509;Redressé;;;4509;2821;Consolidé;7330;non
2022-04-19T07:30:00+02:00;2022-04-19;07:30;28;Normandie;;;;;;2953;Consolidé;;non
2022-04-19T11:00:00+02:00;2022-04-19;11:00;28;Normandie;3826;Redressé;;;3826;3145;Consolidé;6971;non
2022-04-19T11:30:00+02:00;2022-04-19;11:30;28;Normandie;;;;;;3149;Consolidé;;non
2022-04-19T12:00:00+02:00;2022-04-19;12:00;28;Normandie;3701;Redressé;;;3701;3187;Consolidé;6888;non
2022-04-19T19:30:00+02:00;2022-04-19;19:30;28;Normandie;;;;;;2925;Consolidé;;non
2022-04-19T21:00:00+02:00;2022-04-19;21:00;28;Normandie;3762;Redressé;;;3762;2890;Consolidé;6652;non
2022-08-07T07:30:00+02:00;2022-08-07;07:30;28;Normandie;;;;;;2045;Consolidé;;non
2022-08-07T08:30:00+02:00;2022-08-07;08:30;28;Normandie;;;;;;1991;Consolidé;;non
2022-08-07T09:30:00+02:00;2022-08-07;09:30;28;Normandie;;;;;;1947;Consolidé;;non
2022-08-07T10:30:00+02:00;2022-08-07;10:30;28;Normandie;;;;;;2155;Consolidé;;non
2022-08-07T11:00:00+02:00;2022-08-07;11:00;28;Normandie;2999;Redressé;;;2999;2173;Consolidé;5172;non
2022-08-07T13:30:00+02:00;2022-08-07;13:30;28;Normandie;;;;;;2200;Consolidé;;non
2022-08-07T16:30:00+02:00;2022-08-07;16:30;28;Normandie;;;;;;1970;Consolidé;;non
2022-08-07T17:30:00+02:00;2022-08-07;17:30;28;Normandie;;;;;;1457;Consolidé;;non
2022-08-07T20:00:00+02:00;2022-08-07;20:00;28;Normandie;3004;Redressé;;;3004;2169;Consolidé;5173;non
2022-08-08T01:00:00+02:00;2022-08-08;01:00;28;Normandie;3061;Redressé;;;3061;2125;Consolidé;5186;non
2022-08-08T01:30:00+02:00;2022-08-08;01:30;28;Normandie;;;;;;1851;Consolidé;;non
2022-08-08T05:00:00+02:00;2022-08-08;05:00;28;Normandie;3174;Redressé;;;3174;1955;Consolidé;5129;non
2022-08-08T14:00:00+02:00;2022-08-08;14:00;28;Normandie;3145;Redressé;;;3145;2436;Consolidé;5581;non
2022-08-08T16:00:00+02:00;2022-08-08;16:00;28;Normandie;3100;Redressé;;;3100;2353;Consolidé;5453;non
2022-08-08T17:30:00+02:00;2022-08-08;17:30;28;Normandie;;;;;;2542;Consolidé;;non
2022-08-08T20:00:00+02:00;2022-08-08;20:00;28;Normandie;3220;Redressé;;;3220;2369;Consolidé;5589;non
2022-08-08T20:30:00+02:00;2022-08-08;20:30;28;Normandie;;;;;;2491;Consolidé;;non
2022-08-08T23:00:00+02:00;2022-08-08;23:00;28;Normandie;3097;Redressé;;;3097;2565;Consolidé;5662;non
2022-08-08T23:30:00+02:00;2022-08-08;23:30;28;Normandie;;;;;;2525;Consolidé;;non
2022-08-09T00:00:00+02:00;2022-08-09;00:00;28;Normandie;3016;Redressé;;;3016;2282;Consolidé;5298;non
2022-08-09T01:00:00+02:00;2022-08-09;01:00;28;Normandie;3000;Redressé;;;3000;2270;Consolidé;5270;non
2022-08-09T02:30:00+02:00;2022-08-09;02:30;28;Normandie;;;;;;1992;Consolidé;;non
2022-08-09T04:00:00+02:00;2022-08-09;04:00;28;Normandie;3043;Redressé;;;3043;1978;Consolidé;5021;non
2022-08-09T05:00:00+02:00;2022-08-09;05:00;28;Normandie;3105;Redressé;;;3105;2043;Consolidé;5148;non
2022-08-09T05:30:00+02:00;2022-08-09;05:30;28;Normandie;;;;;;2099;Consolidé;;non
2022-08-09T09:00:00+02:00;2022-08-09;09:00;28;Normandie;3265;Redressé;;;3265;2437;Consolidé;5702;non
2022-08-09T09:30:00+02:00;2022-08-09;09:30;28;Normandie;;;;;;2398;Consolidé;;non
2022-08-09T11:30:00+02:00;2022-08-09;11:30;28;Normandie;;;;;;2823;Consolidé;;non
2022-08-09T15:00:00+02:00;2022-08-09;15:00;28;Normandie;3079;Redressé;;;3079;2455;Consolidé;5534;non
2022-08-09T16:00:00+02:00;2022-08-09;16:00;28;Normandie;3115;Redressé;;;3115;2424;Consolidé;5539;non
2022-08-09T21:00:00+02:00;2022-08-09;21:00;28;Normandie;3133;Redressé;;;3133;2514;Consolidé;5647;non
2022-08-10T00:00:00+02:00;2022-08-10;00:00;28;Normandie;3202;Redressé;;;3202;2319;Consolidé;5521;non
2022-08-10T00:30:00+02:00;2022-08-10;00:30;28;Normandie;;;;;;1980;Consolidé;;non
2022-08-10T01:00:00+02:00;2022-08-10;01:00;28;Normandie;3163;Redressé;;;3163;2273;Consolidé;5436;non
2022-08-10T03:00:00+02:00;2022-08-10;03:00;28;Normandie;3167;Redressé;;;3167;2013;Consolidé;5180;non
2022-08-10T05:00:00+02:00;2022-08-10;05:00;28;Normandie;3134;Redressé;;;3134;2027;Consolidé;5161;non
2022-08-10T07:30:00+02:00;2022-08-10;07:30;28;Normandie;;;;;;2866;Consolidé;;non
2022-08-10T08:30:00+02:00;2022-08-10;08:30;28;Normandie;;;;;;2559;Consolidé;;non
2022-08-10T09:00:00+02:00;2022-08-10;09:00;28;Normandie;3222;Redressé;;;3222;2449;Consolidé;5671;non
2022-08-10T10:30:00+02:00;2022-08-10;10:30;28;Normandie;;;;;;2217;Consolidé;;non
2022-08-10T14:00:00+02:00;2022-08-10;14:00;28;Normandie;3094;Redressé;;;3094;2532;Consolidé;5626;non
2022-08-10T17:00:00+02:00;2022-08-10;17:00;28;Normandie;3049;Redressé;;;3049;2417;Consolidé;5466;non
2022-08-10T17:30:00+02:00;2022-08-10;17:30;28;Normandie;;;;;;2619;Consolidé;;non
2022-08-10T18:00:00+02:00;2022-08-10;18:00;28;Normandie;3078;Redressé;;;3078;2470;Consolidé;5548;non
2022-08-10T20:00:00+02:00;2022-08-10;20:00;28;Normandie;3168;Redressé;;;3168;2404;Consolidé;5572;non
2022-08-10T20:30:00+02:00;2022-08-10;20:30;28;Normandie;;;;;;2642;Consolidé;;non
2022-08-10T21:00:00+02:00;2022-08-10;21:00;28;Normandie;3161;Redressé;;;3161;2521;Consolidé;5682;non
2022-08-11T01:00:00+02:00;2022-08-11;01:00;28;Normandie;2985;Redressé;;;2985;2266;Consolidé;5251;non
2022-08-11T02:00:00+02:00;2022-08-11;02:00;28;Normandie;2988;Redressé;;;2988;2127;Consolidé;5115;non
2022-08-11T04:00:00+02:00;2022-08-11;04:00;28;Normandie;3023;Redressé;;;3023;2011;Consolidé;5034;non
2022-08-11T07:30:00+02:00;2022-08-11;07:30;28;Normandie;;;;;;2652;Consolidé;;non
2022-08-11T09:00:00+02:00;2022-08-11;09:00;28;Normandie;3255;Redressé;;;3255;2505;Consolidé;5760;non
2022-08-11T10:00:00+02:00;2022-08-11;10:00;28;Normandie;3241;Redressé;;;3241;2557;Consolidé;5798;non
2022-08-11T11:00:00+02:00;2022-08-11;11:00;28;Normandie;3336;Redressé;;;3336;2676;Consolidé;6012;non
2022-08-11T11:30:00+02:00;2022-08-11;11:30;28;Normandie;;;;;;2424;Consolidé;;non
2022-08-11T17:00:00+02:00;2022-08-11;17:00;28;Normandie;3098;Redressé;;;3098;2483;Consolidé;5581;non
2022-08-11T21:00:00+02:00;2022-08-11;21:00;28;Normandie;3095;Redressé;;;3095;2552;Consolidé;5647;non
2022-08-11T23:00:00+02:00;2022-08-11;23:00;28;Normandie;3056;Redressé;;;3056;2609;Consolidé;5665;non
2022-08-12T00:00:00+02:00;2022-08-12;00:00;28;Normandie;2803;Redressé;;;2803;2386;Consolidé;5189;non
2022-08-12T03:30:00+02:00;2022-08-12;03:30;28;Normandie;;;;;;1924;Consolidé;;non
2022-08-12T05:00:00+02:00;2022-08-12;05:00;28;Normandie;2833;Redressé;;;2833;2115;Consolidé;4948;non
2022-08-12T07:30:00+02:00;2022-08-12;07:30;28;Normandie;;;;;;2867;Consolidé;;non
2022-08-12T09:00:00+02:00;2022-08-12;09:00;28;Normandie;3219;Redressé;;;3219;2534;Consolidé;5753;non
2022-08-12T12:30:00+02:00;2022-08-12;12:30;28;Normandie;;;;;;2616;Consolidé;;non
2022-08-12T13:00:00+02:00;2022-08-12;13:00;28;Normandie;3052;Redressé;;;3052;2576;Consolidé;5628;non
2022-08-12T15:00:00+02:00;2022-08-12;15:00;28;Normandie;2989;Redressé;;;2989;2470;Consolidé;5459;non
2022-08-12T17:30:00+02:00;2022-08-12;17:30;28;Normandie;;;;;;2361;Consolidé;;non
2022-08-12T21:30:00+02:00;2022-08-12;21:30;28;Normandie;;;;;;2666;Consolidé;;non
2022-08-13T05:00:00+02:00;2022-08-13;05:00;28;Normandie;2720;Redressé;;;2720;1974;Consolidé;4694;non
2022-08-13T06:00:00+02:00;2022-08-13;06:00;28;Normandie;2869;Redressé;;;2869;1976;Consolidé;4845;non
2022-08-13T07:00:00+02:00;2022-08-13;07:00;28;Normandie;2906;Redressé;;;2906;2032;Consolidé;4938;non
2022-08-13T09:30:00+02:00;2022-08-13;09:30;28;Normandie;;;;;;2202;Consolidé;;non
2022-08-13T14:30:00+02:00;2022-08-13;14:30;28;Normandie;;;;;;2174;Consolidé;;non
2022-08-13T17:00:00+02:00;2022-08-13;17:00;28;Normandie;2734;Redressé;;;2734;2273;Consolidé;5007;non
2022-08-13T17:30:00+02:00;2022-08-13;17:30;28;Normandie;;;;;;2222;Consolidé;;non
2022-08-13T19:00:00+02:00;2022-08-13;19:00;28;Normandie;2787;Redressé;;;2787;2365;Consolidé;5152;non
2022-08-13T20:30:00+02:00;2022-08-13;20:30;28;Normandie;;;;;;2168;Consolidé;;non
2022-08-13T22:00:00+02:00;2022-08-13;22:00;28;Normandie;2791;Redressé;;;2791;2665;Consolidé;5456;non
2022-08-13T23:00:00+02:00;2022-08-13;23:00;28;Normandie;2752;Redressé;;;2752;2522;Consolidé;5274;non
2022-08-14T03:00:00+02:00;2022-08-14;03:00;28;Normandie;2700;Redressé;;;2700;1946;Consolidé;4646;non
2022-08-14T06:30:00+02:00;2022-08-14;06:30;28;Normandie;;;;;;1917;Consolidé;;non
2022-08-14T09:00:00+02:00;2022-08-14;09:00;28;Normandie;2805;Redressé;;;2805;2112;Consolidé;4917;non
2022-08-14T09:30:00+02:00;2022-08-14;09:30;28;Normandie;;;;;;2250;Consolidé;;non
2022-08-14T12:30:00+02:00;2022-08-14;12:30;28;Normandie;;;;;;2664;Consolidé;;non
2022-08-14T18:00:00+02:00;2022-08-14;18:00;28;Normandie;2774;Redressé;;;2774;2139;Consolidé;4913;non
2022-08-14T20:00:00+02:00;2022-08-14;20:00;28;Normandie;2792;Redressé;;;2792;2207;Consolidé;4999;non
2022-08-14T20:30:00+02:00;2022-08-14;20:30;28;Normandie;;;;;;2395;Consolidé;;non
2022-08-14T22:00:00+02:00;2022-08-14;22:00;28;Normandie;2838;Redressé;;;2838;2538;Consolidé;5376;non
2022-08-14T23:30:00+02:00;2022-08-14;23:30;28;Normandie;;;;;;2274;Consolidé;;non
2022-08-15T00:30:00+02:00;2022-08-15;00:30;28;Normandie;;;;;;1701;Consolidé;;non
2022-08-15T01:00:00+02:00;2022-08-15;01:00;28;Normandie;2926;Redressé;;;2926;2181;Consolidé;5107;non
2022-08-15T04:00:00+02:00;2022-08-15;04:00;28;Normandie;2831;Redressé;;;2831;1839;Consolidé;4670;non
2022-08-15T07:30:00+02:00;2022-08-15;07:30;28;Normandie;;;;;;2009;Consolidé;;non
2022-08-15T08:30:00+02:00;2022-08-15;08:30;28;Normandie;;;;;;2105;Consolidé;;non
2022-08-15T09:30:00+02:00;2022-08-15;09:30;28;Normandie;;;;;;2373;Consolidé;;non
2022-08-15T13:00:00+02:00;2022-08-15;13:00;28;Normandie;2880;Redressé;;;2880;2365;Consolidé;5245;non
2022-08-15T16:30:00+02:00;2022-08-15;16:30;28;Normandie;;;;;;2102;Consolidé;;non
2022-08-15T20:30:00+02:00;2022-08-15;20:30;28;Normandie;;;;;;1943;Consolidé;;non
2022-08-15T23:00:00+02:00;2022-08-15;23:00;28;Normandie;2947;Redressé;;;2947;2454;Consolidé;5401;non
2022-08-16T00:00:00+02:00;2022-08-16;00:00;28;Normandie;3069;Redressé;;;3069;2219;Consolidé;5288;non
2022-08-16T01:30:00+02:00;2022-08-16;01:30;28;Normandie;;;;;;2055;Consolidé;;non
2022-08-16T02:30:00+02:00;2022-08-16;02:30;28;Normandie;;;;;;1976;Consolidé;;non
2022-08-16T05:00:00+02:00;2022-08-16;05:00;28;Normandie;3111;Redressé;;;3111;2022;Consolidé;5133;non
2022-08-16T05:30:00+02:00;2022-08-16;05:30;28;Normandie;;;;;;2223;Consolidé;;non
2022-08-16T07:00:00+02:00;2022-08-16;07:00;28;Normandie;3098;Redressé;;;3098;2213;Consolidé;5311;non
2022-08-16T09:00:00+02:00;2022-08-16;09:00;28;Normandie;3135;Redressé;;;3135;2489;Consolidé;5624;non
2022-08-16T14:00:00+02:00;2022-08-16;14:00;28;Normandie;3075;Redressé;;;3075;2557;Consolidé;5632;non
2022-08-16T15:00:00+02:00;2022-08-16;15:00;28;Normandie;3030;Redressé;;;3030;2440;Consolidé;5470;non
2022-08-16T19:00:00+02:00;2022-08-16;19:00;28;Normandie;3235;Redressé;;;3235;2501;Consolidé;5736;non
2022-08-16T20:30:00+02:00;2022-08-16;20:30;28;Normandie;;;;;;2240;Consolidé;;non
2022-08-16T21:00:00+02:00;2022-08-16;21:00;28;Normandie;3184;Redressé;;;3184;2572;Consolidé;5756;non
2022-08-17T01:00:00+02:00;2022-08-17;01:00;28;Normandie;2985;Redressé;;;2985;2240;Consolidé;5225;non
2022-08-17T02:00:00+02:00;2022-08-17;02:00;28;Normandie;2995;Redressé;;;2995;2083;Consolidé;5078;non
2022-08-17T03:30:00+02:00;2022-08-17;03:30;28;Normandie;;;;;;2021;Consolidé;;non
2022-07-08T18:00:00+02:00;2022-07-08;18:00;28;Normandie;2911;Redressé;;;2911;2629;Consolidé;5540;non
2022-07-09T00:00:00+02:00;2022-07-09;00:00;28;Normandie;2670;Redressé;;;2670;2512;Consolidé;5182;non
2022-07-09T00:30:00+02:00;2022-07-09;00:30;28;Normandie;;;;;;2246;Consolidé;;non
2022-07-09T06:00:00+02:00;2022-07-09;06:00;28;Normandie;2861;Redressé;;;2861;2026;Consolidé;4887;non
2022-07-09T08:00:00+02:00;2022-07-09;08:00;28;Normandie;2901;Redressé;;;2901;2228;Consolidé;5129;non
2022-07-09T15:30:00+02:00;2022-07-09;15:30;28;Normandie;;;;;;2253;Consolidé;;non
2022-07-09T17:00:00+02:00;2022-07-09;17:00;28;Normandie;2721;Redressé;;;2721;2316;Consolidé;5037;non
2022-07-09T18:00:00+02:00;2022-07-09;18:00;28;Normandie;2767;Redressé;;;2767;2280;Consolidé;5047;non
2022-07-09T21:00:00+02:00;2022-07-09;21:00;28;Normandie;2711;Redressé;;;2711;2371;Consolidé;5082;non
2022-07-10T04:30:00+02:00;2022-07-10;04:30;28;Normandie;;;;;;1879;Consolidé;;non
2022-07-10T08:00:00+02:00;2022-07-10;08:00;28;Normandie;2715;Redressé;;;2715;2011;Consolidé;4726;non
2022-07-10T09:00:00+02:00;2022-07-10;09:00;28;Normandie;2764;Redressé;;;2764;2108;Consolidé;4872;non
2022-07-10T09:30:00+02:00;2022-07-10;09:30;28;Normandie;;;;;;2330;Consolidé;;non
2022-07-10T11:30:00+02:00;2022-07-10;11:30;28;Normandie;;;;;;3053;Consolidé;;non
2022-07-10T13:00:00+02:00;2022-07-10;13:00;28;Normandie;2691;Redressé;;;2691;2282;Consolidé;4973;non
2022-07-10T14:30:00+02:00;2022-07-10;14:30;28;Normandie;;;;;;1994;Consolidé;;non
2022-07-10T17:00:00+02:00;2022-07-10;17:00;28;Normandie;2666;Redressé;;;2666;2127;Consolidé;4793;non
2022-07-10T17:30:00+02:00;2022-07-10;17:30;28;Normandie;;;;;;1495;Consolidé;;non
2022-07-10T18:00:00+02:00;2022-07-10;18:00;28;Normandie;2703;Redressé;;;2703;2188;Consolidé;4891;non
2022-07-10T19:00:00+02:00;2022-07-10;19:00;28;Normandie;2741;Redressé;;;2741;2309;Consolidé;5050;non
2022-07-10T20:30:00+02:00;2022-07-10;20:30;28;Normandie;;;;;;2303;Consolidé;;non
2022-07-11T09:30:00+02:00;2022-07-11;09:30;28;Normandie;;;;;;2614;Consolidé;;non
2022-07-11T13:30:00+02:00;2022-07-11;13:30;28;Normandie;;;;;;2824;Consolidé;;non
2022-07-11T18:00:00+02:00;2022-07-11;18:00;28;Normandie;3079;Redressé;;;3079;2736;Consolidé;5815;non
2022-07-12T01:30:00+02:00;2022-07-12;01:30;28;Normandie;;;;;;2346;Consolidé;;non
2022-07-12T03:30:00+02:00;2022-07-12;03:30;28;Normandie;;;;;;2181;Consolidé;;non
2022-07-12T05:30:00+02:00;2022-07-12;05:30;28;Normandie;;;;;;2342;Consolidé;;non
2022-07-12T18:00:00+02:00;2022-07-12;18:00;28;Normandie;3104;Redressé;;;3104;2814;Consolidé;5918;non
2022-07-12T19:00:00+02:00;2022-07-12;19:00;28;Normandie;3148;Redressé;;;3148;2812;Consolidé;5960;non
2022-07-13T00:30:00+02:00;2022-07-13;00:30;28;Normandie;;;;;;2387;Consolidé;;non
2022-07-13T03:30:00+02:00;2022-07-13;03:30;28;Normandie;;;;;;2306;Consolidé;;non
2022-07-13T04:30:00+02:00;2022-07-13;04:30;28;Normandie;;;;;;2137;Consolidé;;non
2022-07-13T05:00:00+02:00;2022-07-13;05:00;28;Normandie;2863;Redressé;;;2863;2291;Consolidé;5154;non
2022-07-13T05:30:00+02:00;2022-07-13;05:30;28;Normandie;;;;;;2359;Consolidé;;non
2022-07-13T07:00:00+02:00;2022-07-13;07:00;28;Normandie;3193;Redressé;;;3193;2540;Consolidé;5733;non
2022-07-13T09:00:00+02:00;2022-07-13;09:00;28;Normandie;3130;Redressé;;;3130;2821;Consolidé;5951;non
2022-07-13T12:00:00+02:00;2022-07-13;12:00;28;Normandie;3098;Redressé;;;3098;2986;Consolidé;6084;non
2022-07-13T14:00:00+02:00;2022-07-13;14:00;28;Normandie;3036;Redressé;;;3036;2865;Consolidé;5901;non
2022-07-13T16:30:00+02:00;2022-07-13;16:30;28;Normandie;;;;;;2728;Consolidé;;non
2022-07-13T18:00:00+02:00;2022-07-13;18:00;28;Normandie;3401;Redressé;;;3401;2685;Consolidé;6086;non
2022-07-13T20:30:00+02:00;2022-07-13;20:30;28;Normandie;;;;;;2514;Consolidé;;non
2022-07-13T21:00:00+02:00;2022-07-13;21:00;28;Normandie;3179;Redressé;;;3179;2570;Consolidé;5749;non
2022-07-13T22:30:00+02:00;2022-07-13;22:30;28;Normandie;;;;;;2732;Consolidé;;non
2022-07-14T02:30:00+02:00;2022-07-14;02:30;28;Normandie;;;;;;2131;Consolidé;;non
2022-07-14T03:00:00+02:00;2022-07-14;03:00;28;Normandie;2783;Redressé;;;2783;2125;Consolidé;4908;non
2022-07-14T03:30:00+02:00;2022-07-14;03:30;28;Normandie;;;;;;2036;Consolidé;;non
2022-07-14T05:00:00+02:00;2022-07-14;05:00;28;Normandie;2924;Redressé;;;2924;2033;Consolidé;4957;non
2022-07-14T08:30:00+02:00;2022-07-14;08:30;28;Normandie;;;;;;2282;Consolidé;;non
2022-07-14T13:00:00+02:00;2022-07-14;13:00;28;Normandie;3060;Redressé;;;3060;2412;Consolidé;5472;non
2022-07-14T14:30:00+02:00;2022-07-14;14:30;28;Normandie;;;;;;2095;Consolidé;;non
2022-07-14T15:30:00+02:00;2022-07-14;15:30;28;Normandie;;;;;;2275;Consolidé;;non
2022-07-14T17:30:00+02:00;2022-07-14;17:30;28;Normandie;;;;;;2467;Consolidé;;non
2022-07-14T22:00:00+02:00;2022-07-14;22:00;28;Normandie;3046;Redressé;;;3046;2641;Consolidé;5687;non
2022-07-15T00:00:00+02:00;2022-07-15;00:00;28;Normandie;2868;Redressé;;;2868;2332;Consolidé;5200;non
2022-07-15T02:00:00+02:00;2022-07-15;02:00;28;Normandie;2865;Redressé;;;2865;2120;Consolidé;4985;non
2022-07-15T05:00:00+02:00;2022-07-15;05:00;28;Normandie;2828;Redressé;;;2828;2055;Consolidé;4883;non
2022-07-15T06:00:00+02:00;2022-07-15;06:00;28;Normandie;2920;Redressé;;;2920;1861;Consolidé;4781;non
2022-07-15T07:00:00+02:00;2022-07-15;07:00;28;Normandie;2959;Redressé;;;2959;2275;Consolidé;5234;non
2022-07-15T10:30:00+02:00;2022-07-15;10:30;28;Normandie;;;;;;2551;Consolidé;;non
2022-07-15T13:30:00+02:00;2022-07-15;13:30;28;Normandie;;;;;;2522;Consolidé;;non
2022-07-15T14:30:00+02:00;2022-07-15;14:30;28;Normandie;;;;;;2505;Consolidé;;non
2022-07-15T15:00:00+02:00;2022-07-15;15:00;28;Normandie;2903;Redressé;;;2903;2493;Consolidé;5396;non
2022-07-15T19:00:00+02:00;2022-07-15;19:00;28;Normandie;2976;Redressé;;;2976;2496;Consolidé;5472;non
2022-07-15T23:30:00+02:00;2022-07-15;23:30;28;Normandie;;;;;;2485;Consolidé;;non
2022-07-16T05:00:00+02:00;2022-07-16;05:00;28;Normandie;2782;Redressé;;;2782;2015;Consolidé;4797;non
2022-07-16T09:00:00+02:00;2022-07-16;09:00;28;Normandie;2854;Redressé;;;2854;2267;Consolidé;5121;non
2022-07-16T09:30:00+02:00;2022-07-16;09:30;28;Normandie;;;;;;2299;Consolidé;;non
2022-07-16T10:00:00+02:00;2022-07-16;10:00;28;Normandie;2814;Redressé;;;2814;2370;Consolidé;5184;non
2022-07-16T15:00:00+02:00;2022-07-16;15:00;28;Normandie;2722;Redressé;;;2722;2309;Consolidé;5031;non
