Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - NaTran;Statut - NaTran;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW);flag_ignore
2020-02-03T12:30:00+01:00;2020-02-03;12:30;76;Occitanie;;;;;;4607;Consolidé;;non
2020-02-03T13:30:00+01:00;2020-02-03;13:30;76;Occitanie;;;;;;4507;Consolidé;;non
2020-02-03T16:00:00+01:00;2020-02-03;16:00;76;Occitanie;601;Définitif;1380;Définitif;1981;3949;Consolidé;5930;non
2020-02-03T17:00:00+01:00;2020-02-03;17:00;76;Occitanie;676;Définitif;1546;Définitif;2222;3844;Consolidé;6066;non
2020-02-03T18:00:00+01:00;2020-02-03;18:00;76;Occitanie;790;Définitif;1820;Définitif;2610;4064;Consolidé;6674;non
2020-02-03T19:30:00+01:00;2020-02-03;19:30;76;Occitanie;;;;;;4898;Consolidé;;non
2020-02-03T22:30:00+01:00;2020-02-03;22:30;76;Occitanie;;;;;;4243;Consolidé;;non
2020-02-04T02:30:00+01:00;2020-02-04;02:30;76;Occitanie;;;;;;3939;Consolidé;;non
2020-02-04T03:30:00+01:00;2020-02-04;03:30;76;Occitanie;;;;;;3784;Consolidé;;non
2020-01-29T18:30:00+01:00;2020-01-29;18:30;76;Occitanie;;;;;;5758;Consolidé;;non
2020-01-29T19:30:00+01:00;2020-01-29;19:30;76;Occitanie;;;;;;6008;Consolidé;;non
2020-01-30T01:00:00+01:00;2020-01-30;01:00;76;Occitanie;848;Définitif;1908;Définitif;2756;4989;Consolidé;7745;non
2020-01-30T01:30:00+01:00;2020-01-30;01:30;76;Occitanie;;;;;;4912;Consolidé;;non
2020-01-30T04:00:00+01:00;2020-01-30;04:00;76;Occitanie;951;Définitif;2098;Définitif;3049;4606;Consolidé;7655;non
2020-01-30T05:30:00+01:00;2020-01-30;05:30;76;Occitanie;;;;;;4647;Consolidé;;non
2020-01-30T06:30:00+01:00;2020-01-30;06:30;76;Occitanie;;;;;;5187;Consolidé;;non
2020-01-30T07:00:00+01:00;2020-01-30;07:00;76;Occitanie;1646;Définitif;3311;Définitif;4957;5480;Consolidé;10437;non
2020-01-30T07:30:00+01:00;2020-01-30;07:30;76;Occitanie;;;;;;5786;Consolidé;;non
2020-01-30T09:00:00+01:00;2020-01-30;09:00;76;Occitanie;1487;Définitif;2998;Définitif;4485;5858;Consolidé;10343;non
2020-01-30T11:30:00+01:00;2020-01-30;11:30;76;Occitanie;;;;;;5748;Consolidé;;non
2020-01-30T12:30:00+01:00;2020-01-30;12:30;76;Occitanie;;;;;;5755;Consolidé;;non
2020-01-30T15:00:00+01:00;2020-01-30;15:00;76;Occitanie;1114;Définitif;2159;Définitif;3273;5295;Consolidé;8568;non
2020-01-30T16:00:00+01:00;2020-01-30;16:00;76;Occitanie;1178;Définitif;2259;Définitif;3437;5131;Consolidé;8568;non
2020-01-30T16:30:00+01:00;2020-01-30;16:30;76;Occitanie;;;;;;5074;Consolidé;;non
2020-01-30T17:00:00+01:00;2020-01-30;17:00;76;Occitanie;1265;Définitif;2351;Définitif;3616;5072;Consolidé;8688;non
2020-01-30T17:30:00+01:00;2020-01-30;17:30;76;Occitanie;;;;;;5122;Consolidé;;non
2020-02-01T17:30:00+01:00;2020-02-01;17:30;76;Occitanie;;;;;;4236;Consolidé;;non
2020-02-01T18:30:00+01:00;2020-02-01;18:30;76;Occitanie;;;;;;4817;Consolidé;;non
2020-02-01T19:30:00+01:00;2020-02-01;19:30;76;Occitanie;;;;;;4990;Consolidé;;non
2020-02-01T21:30:00+01:00;2020-02-01;21:30;76;Occitanie;;;;;;4542;Consolidé;;non
2020-02-01T22:30:00+01:00;2020-02-01;22:30;76;Occitanie;;;;;;4455;Consolidé;;non
2020-02-02T02:30:00+01:00;2020-02-02;02:30;76;Occitanie;;;;;;4198;Consolidé;;non
2020-02-02T04:00:00+01:00;2020-02-02;04:00;76;Occitanie;655;Définitif;1555;Définitif;2210;3898;Consolidé;6108;non
2020-02-02T12:30:00+01:00;2020-02-02;12:30;76;Occitanie;;;;;;4399;Consolidé;;non
2020-02-04T06:30:00+01:00;2020-02-04;06:30;76;Occitanie;;;;;;4207;Consolidé;;non
2020-02-04T07:00:00+01:00;2020-02-04;07:00;76;Occitanie;1089;Définitif;2630;Définitif;3719;4479;Consolidé;8198;non
2020-02-04T17:00:00+01:00;2020-02-04;17:00;76;Occitanie;991;Définitif;2430;Définitif;3421;4592;Consolidé;8013;non
2020-02-04T22:00:00+01:00;2020-02-04;22:00;76;Occitanie;959;Définitif;2197;Définitif;3156;4849;Consolidé;8005;non
2020-02-05T01:00:00+01:00;2020-02-05;01:00;76;Occitanie;900;Définitif;1987;Définitif;2887;4692;Consolidé;7579;non
2020-02-05T01:30:00+01:00;2020-02-05;01:30;76;Occitanie;;;;;;4620;Consolidé;;non
2020-02-05T04:30:00+01:00;2020-02-05;04:30;76;Occitanie;;;;;;4339;Consolidé;;non
2020-02-02T06:30:00+01:00;2020-02-02;06:30;76;Occitanie;;;;;;3866;Consolidé;;non
2020-02-02T07:00:00+01:00;2020-02-02;07:00;76;Occitanie;1049;Définitif;2262;Définitif;3311;3899;Consolidé;7210;non
2020-02-02T08:30:00+01:00;2020-02-02;08:30;76;Occitanie;;;;;;4056;Consolidé;;non
2020-02-02T11:00:00+01:00;2020-02-02;11:00;76;Occitanie;910;Définitif;1801;Définitif;2711;4385;Consolidé;7096;non
2020-02-02T14:30:00+01:00;2020-02-02;14:30;76;Occitanie;;;;;;3885;Consolidé;;non
2020-02-02T17:00:00+01:00;2020-02-02;17:00;76;Occitanie;758;Définitif;1292;Définitif;2050;3473;Consolidé;5523;non
2020-03-30T09:00:00+02:00;2020-03-30;09:00;76;Occitanie;1091;Définitif;2785;Définitif;3876;4511;Consolidé;8387;non
2020-03-30T09:30:00+02:00;2020-03-30;09:30;76;Occitanie;;;;;;4651;Consolidé;;non
2020-03-30T12:00:00+02:00;2020-03-30;12:00;76;Occitanie;920;Définitif;2543;Définitif;3463;5108;Consolidé;8571;non
2020-03-30T13:00:00+02:00;2020-03-30;13:00;76;Occitanie;834;Définitif;2392;Définitif;3226;5267;Consolidé;8493;non
2020-03-30T15:30:00+02:00;2020-03-30;15:30;76;Occitanie;;;;;;4620;Consolidé;;non
2020-03-30T17:30:00+02:00;2020-03-30;17:30;76;Occitanie;;;;;;4304;Consolidé;;non
2020-03-30T18:00:00+02:00;2020-03-30;18:00;76;Occitanie;850;Définitif;2413;Définitif;3263;4286;Consolidé;7549;non
2020-03-30T18:30:00+02:00;2020-03-30;18:30;76;Occitanie;;;;;;4411;Consolidé;;non
2020-03-30T19:30:00+02:00;2020-03-30;19:30;76;Occitanie;;;;;;4769;Consolidé;;non
2020-03-30T23:30:00+02:00;2020-03-30;23:30;76;Occitanie;;;;;;4906;Consolidé;;non
2020-03-31T00:00:00+02:00;2020-03-31;00:00;76;Occitanie;594;Définitif;1712;Définitif;2306;5036;Consolidé;7342;non
2020-03-31T01:00:00+02:00;2020-03-31;01:00;76;Occitanie;584;Définitif;1723;Définitif;2307;4574;Consolidé;6881;non
2020-03-31T04:30:00+02:00;2020-03-31;04:30;76;Occitanie;;;;;;4041;Consolidé;;non
2020-03-31T08:00:00+02:00;2020-03-31;08:00;76;Occitanie;1178;Définitif;2820;Définitif;3998;4495;Consolidé;8493;non
2020-03-31T09:30:00+02:00;2020-03-31;09:30;76;Occitanie;;;;;;4775;Consolidé;;non
2020-03-31T10:00:00+02:00;2020-03-31;10:00;76;Occitanie;1050;Définitif;2454;Définitif;3504;4785;Consolidé;8289;non
2020-03-31T11:30:00+02:00;2020-03-31;11:30;76;Occitanie;;;;;;4743;Consolidé;;non
2020-03-31T12:30:00+02:00;2020-03-31;12:30;76;Occitanie;;;;;;4881;Consolidé;;non
2020-03-31T14:00:00+02:00;2020-03-31;14:00;76;Occitanie;758;Définitif;1640;Définitif;2398;4584;Consolidé;6982;non
2020-03-31T16:00:00+02:00;2020-03-31;16:00;76;Occitanie;670;Définitif;1571;Définitif;2241;4024;Consolidé;6265;non
2020-03-31T18:00:00+02:00;2020-03-31;18:00;76;Occitanie;802;Définitif;1773;Définitif;2575;3870;Consolidé;6445;non
2020-03-31T18:30:00+02:00;2020-03-31;18:30;76;Occitanie;;;;;;3977;Consolidé;;non
2020-04-01T00:30:00+02:00;2020-04-01;00:30;76;Occitanie;;;;;;4435;Consolidé;;non
2020-04-01T04:00:00+02:00;2020-04-01;04:00;76;Occitanie;648;Définitif;1573;Définitif;2221;3753;Consolidé;5974;non
2020-04-01T10:00:00+02:00;2020-04-01;10:00;76;Occitanie;908;Définitif;1987;Définitif;2895;4448;Consolidé;7343;non
2020-04-01T10:30:00+02:00;2020-04-01;10:30;76;Occitanie;;;;;;4441;Consolidé;;non
2020-04-01T13:30:00+02:00;2020-04-01;13:30;76;Occitanie;;;;;;4668;Consolidé;;non
2020-04-01T15:00:00+02:00;2020-04-01;15:00;76;Occitanie;684;Définitif;1449;Définitif;2133;4259;Consolidé;6392;non
2020-04-01T17:00:00+02:00;2020-04-01;17:00;76;Occitanie;729;Définitif;1509;Définitif;2238;3899;Consolidé;6137;non
2020-04-01T23:00:00+02:00;2020-04-01;23:00;76;Occitanie;643;Définitif;1372;Définitif;2015;4710;Consolidé;6725;non
2020-04-02T01:00:00+02:00;2020-04-02;01:00;76;Occitanie;548;Définitif;1288;Définitif;1836;4201;Consolidé;6037;non
2020-04-02T01:30:00+02:00;2020-04-02;01:30;76;Occitanie;;;;;;4137;Consolidé;;non
2020-04-02T03:00:00+02:00;2020-04-02;03:00;76;Occitanie;565;Définitif;1408;Définitif;1973;4053;Consolidé;6026;non
2020-04-02T05:00:00+02:00;2020-04-02;05:00;76;Occitanie;715;Définitif;1773;Définitif;2488;3670;Consolidé;6158;non
2020-04-02T06:00:00+02:00;2020-04-02;06:00;76;Occitanie;979;Définitif;2322;Définitif;3301;3865;Consolidé;7166;non
2020-04-02T07:00:00+02:00;2020-04-02;07:00;76;Occitanie;1077;Définitif;2452;Définitif;3529;4048;Consolidé;7577;non
2020-04-02T10:30:00+02:00;2020-04-02;10:30;76;Occitanie;;;;;;4310;Consolidé;;non
2020-04-02T12:30:00+02:00;2020-04-02;12:30;76;Occitanie;;;;;;4603;Consolidé;;non
2020-04-02T18:30:00+02:00;2020-04-02;18:30;76;Occitanie;;;;;;3808;Consolidé;;non
2020-04-02T20:00:00+02:00;2020-04-02;20:00;76;Occitanie;794;Définitif;1631;Définitif;2425;4219;Consolidé;6644;non
2020-04-03T01:30:00+02:00;2020-04-03;01:30;76;Occitanie;;;;;;4101;Consolidé;;non
2020-04-03T02:00:00+02:00;2020-04-03;02:00;76;Occitanie;469;Définitif;1233;Définitif;1702;4089;Consolidé;5791;non
2020-04-03T03:00:00+02:00;2020-04-03;03:00;76;Occitanie;489;Définitif;1300;Définitif;1789;3996;Consolidé;5785;non
2020-04-03T06:30:00+02:00;2020-04-03;06:30;76;Occitanie;;;;;;4001;Consolidé;;non
2020-04-03T07:00:00+02:00;2020-04-03;07:00;76;Occitanie;1027;Définitif;2455;Définitif;3482;4113;Consolidé;7595;non
2020-04-03T09:00:00+02:00;2020-04-03;09:00;76;Occitanie;863;Définitif;2131;Définitif;2994;4376;Consolidé;7370;non
2020-04-03T13:30:00+02:00;2020-04-03;13:30;76;Occitanie;;;;;;4350;Consolidé;;non
2020-04-03T15:30:00+02:00;2020-04-03;15:30;76;Occitanie;;;;;;3831;Consolidé;;non
2020-04-03T19:00:00+02:00;2020-04-03;19:00;76;Occitanie;603;Définitif;1398;Définitif;2001;3738;Consolidé;5739;non
2020-04-03T20:00:00+02:00;2020-04-03;20:00;76;Occitanie;653;Définitif;1509;Définitif;2162;3974;Consolidé;6136;non
2020-04-03T21:30:00+02:00;2020-04-03;21:30;76;Occitanie;;;;;;4119;Consolidé;;non
2020-04-03T22:00:00+02:00;2020-04-03;22:00;76;Occitanie;540;Définitif;1321;Définitif;1861;3959;Consolidé;5820;non
2020-04-04T02:00:00+02:00;2020-04-04;02:00;76;Occitanie;462;Définitif;1233;Définitif;1695;3946;Consolidé;5641;non
2020-04-04T09:00:00+02:00;2020-04-04;09:00;76;Occitanie;722;Définitif;1967;Définitif;2689;3936;Consolidé;6625;non
2020-04-04T15:30:00+02:00;2020-04-04;15:30;76;Occitanie;;;;;;3395;Consolidé;;non
2020-04-04T18:30:00+02:00;2020-04-04;18:30;76;Occitanie;;;;;;3343;Consolidé;;non
2020-04-04T20:00:00+02:00;2020-04-04;20:00;76;Occitanie;616;Définitif;1245;Définitif;1861;3761;Consolidé;5622;non
2020-04-04T20:30:00+02:00;2020-04-04;20:30;76;Occitanie;;;;;;3827;Consolidé;;non
2020-04-04T21:00:00+02:00;2020-04-04;21:00;76;Occitanie;570;Définitif;1182;Définitif;1752;3940;Consolidé;5692;non
2020-04-04T22:30:00+02:00;2020-04-04;22:30;76;Occitanie;;;;;;3824;Consolidé;;non
2020-04-05T02:00:00+02:00;2020-04-05;02:00;76;Occitanie;463;Définitif;949;Définitif;1412;3756;Consolidé;5168;non
2020-04-05T02:30:00+02:00;2020-04-05;02:30;76;Occitanie;;;;;;3717;Consolidé;;non
2020-04-05T04:00:00+02:00;2020-04-05;04:00;76;Occitanie;528;Définitif;1064;Définitif;1592;3450;Consolidé;5042;non
2020-04-05T05:00:00+02:00;2020-04-05;05:00;76;Occitanie;628;Définitif;1237;Définitif;1865;3278;Consolidé;5143;non
2020-04-05T07:00:00+02:00;2020-04-05;07:00;76;Occitanie;825;Définitif;1742;Définitif;2567;3379;Consolidé;5946;non
2020-04-05T07:30:00+02:00;2020-04-05;07:30;76;Occitanie;;;;;;3325;Consolidé;;non
2020-04-05T08:00:00+02:00;2020-04-05;08:00;76;Occitanie;788;Définitif;1660;Définitif;2448;3325;Consolidé;5773;non
2020-04-05T14:00:00+02:00;2020-04-05;14:00;76;Occitanie;412;Définitif;833;Définitif;1245;3655;Consolidé;4900;non
2020-04-05T17:00:00+02:00;2020-04-05;17:00;76;Occitanie;422;Définitif;791;Définitif;1213;3017;Consolidé;4230;non
2020-04-05T19:00:00+02:00;2020-04-05;19:00;76;Occitanie;576;Définitif;1059;Définitif;1635;3388;Consolidé;5023;non
2020-04-05T19:30:00+02:00;2020-04-05;19:30;76;Occitanie;;;;;;3529;Consolidé;;non
2020-04-05T20:00:00+02:00;2020-04-05;20:00;76;Occitanie;604;Définitif;1166;Définitif;1770;3626;Consolidé;5396;non
2020-04-05T21:30:00+02:00;2020-04-05;21:30;76;Occitanie;;;;;;3773;Consolidé;;non
2020-04-06T03:00:00+02:00;2020-04-06;03:00;76;Occitanie;485;Définitif;951;Définitif;1436;3559;Consolidé;4995;non
2020-04-06T06:00:00+02:00;2020-04-06;06:00;76;Occitanie;817;Définitif;1681;Définitif;2498;3361;Consolidé;5859;non
2020-04-06T10:00:00+02:00;2020-04-06;10:00;76;Occitanie;650;Définitif;1495;Définitif;2145;3883;Consolidé;6028;non
2020-04-06T10:30:00+02:00;2020-04-06;10:30;76;Occitanie;;;;;;3898;Consolidé;;non
2020-04-06T15:30:00+02:00;2020-04-06;15:30;76;Occitanie;;;;;;3621;Consolidé;;non
2020-04-06T19:00:00+02:00;2020-04-06;19:00;76;Occitanie;582;Définitif;1271;Définitif;1853;3664;Consolidé;5517;non
2020-04-07T00:00:00+02:00;2020-04-07;00:00;76;Occitanie;440;Définitif;875;Définitif;1315;4140;Consolidé;5455;non
2020-04-07T04:30:00+02:00;2020-04-07;04:30;76;Occitanie;;;;;;3217;Consolidé;;non
2020-04-07T07:30:00+02:00;2020-04-07;07:30;76;Occitanie;;;;;;3543;Consolidé;;non
2020-04-07T09:00:00+02:00;2020-04-07;09:00;76;Occitanie;703;Définitif;1539;Définitif;2242;3839;Consolidé;6081;non
2020-04-07T09:30:00+02:00;2020-04-07;09:30;76;Occitanie;;;;;;3858;Consolidé;;non
2020-04-07T10:00:00+02:00;2020-04-07;10:00;76;Occitanie;626;Définitif;1379;Définitif;2005;3847;Consolidé;5852;non
2020-04-07T10:30:00+02:00;2020-04-07;10:30;76;Occitanie;;;;;;3809;Consolidé;;non
2020-04-07T12:00:00+02:00;2020-04-07;12:00;76;Occitanie;534;Définitif;1202;Définitif;1736;4005;Consolidé;5741;non
2020-04-07T12:30:00+02:00;2020-04-07;12:30;76;Occitanie;;;;;;4143;Consolidé;;non
